header.cases,astar_biglakes_3267_0.388983,astar_rivers_9999_0.357816,bwaves_37801_0.706046,bzip2_chicken_2820_0.251106,bzip2_chicken_3301_0.196239,bzip2_combined_7116_0.197169,bzip2_combined_12694_0.14641,bzip2_html_9573_0.165534,bzip2_html_12894_0.292959,bzip2_liberty_4623_0.329457,bzip2_program_1805_0.0897391,bzip2_program_16771_0.176121,bzip2_program_19673_0.104288,bzip2_source_8439_0.308769,cactusADM_128904_0.670681,calculix_3486_0.0949495,calculix_13476_0.16078,calculix_28512_0.138631,dealII_5820_0.110044,dealII_29521_0.100244,dealII_55586_0.124194,gamess_cytosine_43625_0.083133,gamess_cytosine_49357_0.0811089,gamess_cytosine_52071_0.0713518,gamess_cytosine_60738_0.0766336,gamess_gradient_32473_0.0898009,gamess_gradient_33957_0.0960057,gamess_gradient_39862_0.11873,gamess_triazolium_48031_0.0998406,gamess_triazolium_63874_0.0812589,gamess_triazolium_175608_0.0779786,gamess_triazolium_193880_0.109002,gcc_166_2274_0.148349,gcc_166_2766_0.161613,gcc_200_1562_0.115416,gcc_200_4784_0.195895,gcc_cpdecl_1410_0.113462,gcc_cpdecl_2233_0.212393,gcc_expr2_1803_0.132511,gcc_expr2_2551_0.190476,gcc_expr_906_0.126585,gcc_expr_1935_0.169612,gcc_expr_2549_0.130042,gcc_g23_3559_0.132538,gcc_g23_8992_0.177049,gcc_s04_6031_0.195783,gcc_s04_7945_0.123745,gcc_scilab_2089_0.107081,gcc_scilab_2811_0.193582,gcc_typeck_830_0.213933,gcc_typeck_2716_0.167439,GemsFDTD_30385_0.26818,GemsFDTD_59041_0.203022,gobmk_13x13_6366_0.127036,gobmk_13x13_6530_0.0938211,gobmk_13x13_8061_0.121121,gobmk_nngs_5856_0.131659,gobmk_nngs_18098_0.115927,gobmk_nngs_24124_0.116234,gobmk_score2_8112_0.0859495,gobmk_score2_11729_0.0907989,gobmk_score2_13713_0.140442,gobmk_trevorc_2978_0.106385,gobmk_trevorc_6458_0.0856965,gobmk_trevorc_7017_0.0679508,gobmk_trevorc_9654_0.0807027,gobmk_trevord_4165_0.107105,gobmk_trevord_7886_0.136275,gobmk_trevord_10532_0.0955869,gromacs_1290_0.0624047,gromacs_2830_0.0861876,gromacs_20417_0.0508166,gromacs_35112_0.129118,h264ref_foreman.baseline_369_0.0950515,h264ref_foreman.baseline_793_0.139477,h264ref_foreman.baseline_17931_0.0787722,h264ref_foreman.main_3807_0.0753887,h264ref_foreman.main_12369_0.068551,h264ref_foreman.main_13468_0.0702931,h264ref_foreman.main_16107_0.0930709,h264ref_sss_23954_0.0650214,h264ref_sss_62882_0.0607356,h264ref_sss_94143_0.125254,h264ref_sss_184465_0.0633887,hmmer_nph3_2887_0.236683,hmmer_nph3_9545_0.231614,hmmer_retro_12637_0.101057,hmmer_retro_67522_0.103126,hmmer_retro_77093_0.0915236,hmmer_retro_95209_0.0949077,lbm_7139_0.400131,leslie3d_68289_0.182714,leslie3d_80645_0.178993,libquantum_64624_0.24316,libquantum_72640_0.114092,mcf_9294_0.130425,mcf_10688_0.135073,mcf_12253_0.137576,milc_5116_0.0653177,milc_17368_0.149566,milc_31721_0.115315,namd_6460_0.0474617,namd_13387_0.0692055,namd_29146_0.0498399,namd_41738_0.0651491,namd_58329_0.0520122,namd_68104_0.0455261,omnetpp_20261_0.361193,perlbench_checkspam_20915_0.130776,perlbench_checkspam_31059_0.134132,perlbench_checkspam_32626_0.107572,perlbench_diffmail_18104_0.59204,perlbench_splitmail_25006_0.476437,povray_10202_0.10066,povray_13677_0.0880916,povray_34014_0.0598723,povray_37386_0.0604006,sjeng_983_0.128528,sjeng_82720_0.120833,sjeng_84999_0.143722,soplex_pds-50_2406_0.0668998,soplex_pds-50_5746_0.0724031,soplex_pds-50_6802_0.0838684,soplex_pds-50_16031_0.0783077,soplex_ref_14255_0.329014,sphinx3_41852_0.0724912,sphinx3_82338_0.0994892,sphinx3_142675_0.0883778,sphinx3_182227_0.0733317,tonto_23672_0.114033,tonto_50255_0.0743642,tonto_70839_0.0880291,tonto_111730_0.0729691,wrf_8021_0.0652165,wrf_35600_0.0871054,wrf_102864_0.11641,wrf_125157_0.0671993,xalancbmk_3933_0.0617017,xalancbmk_6580_0.0330346,xalancbmk_8082_0.0971231,xalancbmk_13669_0.0408806,xalancbmk_25293_0.051215,xalancbmk_36054_0.031181,zeusmp_16125_0.0639645,zeusmp_29834_0.0657873,zeusmp_42748_0.0669393,zeusmp_60362_0.0636606,zeusmp_78888_0.0862944
global.branch_mispred,0.02913750692354386,0.029341538632351213,0.0026191615947479996,0.009482401802268142,0.05990034985218518,0.06789559527403619,0.07243837053528188,0.07567636495375206,0.004476151395665144,4.9581353368831895e-05,0.0005468325255101638,0.07313466980998669,0.02078016132220533,0.07873890272749173,0.004188293334703736,0.01628459264285368,0.000842235338113588,0.0003138849653268223,0.010889637205339163,0.019110760889892747,0.002860783598320125,0.008114585788514457,0.006005888250418091,0.008741444562676975,0.016620902085750327,0.003979901024895753,0.005138047034752761,0.004874058253568595,0.006405501027162748,0.006533280156674576,0.005357191824361886,0.0076966612160171664,0.0012157663105064815,0.003458560724401501,0.03277705214194774,0.02606729257804405,0.0020360173403880005,0.004736773149593638,0.0007062937631897358,0.0021416968409971597,0.0006913657667492164,0.001820824056209372,0.0035373064674116507,0.0008055679986015231,0.02905643632461408,0.0016111567651181902,0.0261556961678336,0.034738005624002935,0.03644914260056815,0.04184827682409229,0.0027843338946152165,0.00039122223221512727,0.0007203095418703826,0.09847856225392816,0.09322389653567041,0.08871263111397276,0.10093396478671894,0.06062836869508152,0.09231780342573467,0.055252305282270986,0.06822984260768512,0.08101540164301654,0.08764080858254984,0.09636261973996162,0.07931860399766912,0.09681305877576278,0.10067730556230875,0.09055600331671751,0.06868942166407425,0.03690100506510382,0.03495703530288116,0.07071270195153112,0.03979979288919572,0.014222386944645483,0.017823706735135964,0.012281531922864117,0.01174395790756331,0.009668468755583987,0.017665590785118035,0.00677461832294679,0.00468530878435123,0.009235689265550177,0.0053003914154693375,0.003315713189530224,0.006680047189324181,0.005961533638291181,0.013726751846064283,0.012722771384987949,0.014216869016145179,0.012060675424517756,0.00478525911415512,0.0008937790397521941,0.006520328799829822,7.03958345426185e-05,5.0896628946609436e-05,0.05880903404728714,0.041036436629556014,0.07395308130836699,5.8640708379757225e-05,0.004276245456489203,1.7349966167565972e-05,0.0342237913681302,0.03812135586520407,0.027309773994040037,0.03289937930460806,0.03848255470753864,0.03386766423236118,0.023747671392341713,0.011112019447970226,0.019911548315256572,0.008094513655382028,0.0029590655680692707,0.0032542646647614045,0.011096365604614317,0.01190769147610567,0.017551487766106922,0.007013324025737525,0.04255313788451194,0.03249263995211925,0.034869042654357446,0.06183141944602169,0.06424203322027683,0.06753761360434125,0.07426966172119503,0.04013412790110049,0.01857398749399894,0.017827748743340286,0.016476501709622532,0.011392799907912872,0.00435044095548637,0.004672162647988595,0.004299341146587833,0.00019725760129177828,0.00541417417262959,0.0009543460763004932,0.000231081069515462,0.006912289546654638,0.007159384179865463,0.00010193809263991288,0.00010631465757809062,0.00589658166850446,0.003581795191933008,0.005563288865143693,0.0051228667233872175,0.006395200723178699,0.005897376853806577,0.006379529438236232,0.0007933086142968009
global.branch_prediction_mpki,5.0449,5.073999746300013,0.019150002872500432,1.88315,9.235403232391132,14.696642651678674,12.152748784725121,13.44194596741621,0.7073996816701432,0.007850000785000078,0.08655001731000346,11.636447672710466,4.157649584235042,13.612842512936618,0.008150000815000082,0.2856,0.012950005180002073,0.011299998870000112,1.2115503028875758,8.420402947141032,0.13054996736250815,0.8365999163400084,0.5667001133400227,0.73195,1.312300131230013,0.29329998533500073,0.43544995645500434,0.39800015920006365,0.4265501066375267,0.4210000421000042,0.42979997851000107,0.4174998956250261,0.3113999688600031,0.8243998763400185,7.3552,5.2893005289300525,0.21555001077750055,1.113549832967525,0.18230003646000728,0.22419996637000505,0.17860000893000044,0.19120001912000192,0.8276998344600331,0.20645,5.7131991430201285,0.1666500416625104,5.820552619248678,7.408999259100074,7.776799611160019,7.98005,0.29639991108002667,0.004350000217500011,0.00565,17.392546521490697,17.721350886067544,14.81135,17.98670179867018,10.051650502582525,16.48374587906353,9.311454190154386,12.570249371487531,13.3001019950153,17.05444914727754,16.3292,14.932097760185336,16.83429579142605,17.82759821724018,16.387195903201025,11.490599425470029,0.13915,0.1314000459900161,6.957200695720069,0.2882499855875007,0.9747,1.722950344590069,0.99664990033501,1.0062000503100026,0.6249500312475016,1.624449918777504,0.581099767560093,0.2915,0.7757,0.41829991634001673,0.19445000972250048,0.1743999738400039,0.1545000077250004,0.425600085120017,0.3882499611750039,0.4431001107750277,0.36145007229001447,0.0501999949800005,0.08310002493000748,0.3080500616100123,0.014250000712500035,0.010350005175002588,16.00165320033064,5.704750285237514,25.083748745812564,0.0008499997875000532,0.05800001160000232,0.00030000004500000673,2.0622995875400827,1.0800994059453268,1.184500118450012,1.7599996480000704,1.841651012908057,2.3389504677900934,4.963349503665049,2.582599741740026,4.265650639847596,1.994200299130045,0.5705000855750129,0.96305,1.5744495276651418,1.674250669700268,2.5108,0.9243,8.444999577750021,6.427849357215064,6.831101707775427,11.744302936075734,12.227351834102775,12.870150643507532,8.691503042026065,5.062850759427614,1.561099921945004,1.491900671355302,1.41575,0.9551000955100095,0.38085,0.4711001884400754,0.5030501006100201,0.024750002475000248,0.400000100000025,0.03639999454000082,0.03645000546750082,0.5470500273525014,2.456199631570055,0.03574999821250009,0.03804999048750238,1.6334001633400164,1.3511998648800134,1.3036995437051597,0.12795000639750032,0.19455001945500194,0.16775000838750043,0.17295,0.009200000460000022
global.dcache_load_miss_rate_first_issue,0.07455018118037084,0.04575342395094102,0.2786622977036069,0.007841611061186077,0.09538120579090739,0.10593603914126665,0.04427952710341942,0.05839933389169063,0.03942360843807611,0.11746458191192753,0.07765403705440092,0.0011151288985743087,0.017184189671676807,0.07424812675614278,0.01686235152241569,0.0004550036798976337,0.00013288231574233643,0.1737386456741504,0.4316893273622965,0.017383790138086205,0.0872478811569491,0.03432132615884538,0.02109815417959648,0.021028601221510502,0.014570232283699157,0.014913946800985813,0.014604762730619194,0.01195990231125076,0.005843208822615597,0.007336411848001284,0.006917068567833928,0.002351042898206986,0.017917953571187847,0.05805098638059316,0.04238823471502002,0.08542454762390095,0.12424902923291084,0.04751457924180429,0.03913620456671633,0.128597075558079,0.021742719529319617,0.1252189586883824,0.06671552139143656,0.08686534895615478,0.07361336064808947,0.11756314171472201,0.08292896491485995,0.05680007833245933,0.060695581442470704,0.04948203329265353,0.10192489306149659,0.1718949443748981,0.15485737635225214,0.007416821664950299,0.032516865924574555,0.008565711790264493,0.016875299122349453,0.003923214732754063,0.01845051618786407,0.004965672723417084,0.005310007650061909,0.007357578558670461,0.031355113164146985,0.008265525912850017,0.033903652479145494,0.0175440807129778,0.01958844752662057,0.019824549567947762,0.004724155586782092,0.18536960033239672,0.18866126810302025,0.14623893446211822,0.16457042512465764,0.026016915109561518,0.04898025360944982,0.052079023394700795,0.016425826697623113,0.034658227672891374,0.03761889213291886,0.01862961583104234,0.015837801163117567,0.018354284843188042,0.004367031422547937,0.01407997434055293,0.013550529129442945,0.016802836083559546,0.009399091205662301,0.009515851003734936,0.009428716351772894,0.00941262128260775,0.24600869194649977,0.33209938419783047,0.21461089910758527,0.6013212838843012,0.6107069900496548,0.49955071439623566,0.1503921243170247,0.5166030928485078,0.6128157583205575,0.8929223354817761,0.31494708289537443,0.020024318101638117,0.0471172367246272,0.028998271956240544,0.02925778457477809,0.03544286863500562,0.01839542059077692,0.2077554286709752,0.01982722572232054,0.04706518142479134,0.0021111980453664306,0.06100996490901618,4.362368638402533e-05,0.05993880673317858,0.052112289197551044,0.055068798217556086,0.05426399469929907,0.007709473445563393,0.00656275293218651,0.007733667164191352,0.2632813939993856,0.2711255409050274,0.28530957581769795,0.16722840527142208,0.33644610646499684,0.20652221412694585,0.21916491223171108,0.25924446975613114,0.24938291939901852,0.014976181366893155,0.009320157068382956,0.031074137745575124,0.32425226080868064,0.09286941847146386,0.1255359044423975,0.027143537540658413,0.0832664480802582,0.20851019688689196,0.1753598435377876,0.3604938919273104,0.061437650399405234,0.047548145684494995,0.09713196376720046,0.16796114545380533,0.20610788537609756,0.16614852327388466,0.13000987186491944,0.1328030258318198
global.dwpu_pred_mpki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global.fma_instr_latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.463513694951665,4.453431938987752,4.470503530286139,4.450333095408042,4.3282967032967035,4.412016201620162,4.399484536082475,4.419205658324265,4.443760492445439,4.454982685648326,4.463780236747298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,4.1,4.1,4.125,0,4.214114625275267,4.213173160266409,4.1202309751980515,4.196823601831417,4.054716981132075,4.045569620253165,4.08125,0,4.0,4.2,0,4.1,0,4.1,4.0,4.142857142857143,4.208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.055555555555555,0,0,0,0,0,4.210035211267606,4.21295556511585,4.2118091314795745,4.173373829410276,0,0,0,0,0,0,0,0,0,0,0,4.250597058700298,4.451533288085395,4.417336394948335,4.229366114892658,4.248496376811595,4.7244908242713874,0,4.5554873972710475,0,0,0,0,0,0,0,0,0,0,0,0
global.IPC,1.8892431219742591,2.3552835543393917,1.690493214147909,3.9453536950407297,1.7507111610063966,1.3824668726541276,1.7388712900641339,1.5539242636188213,4.637058520347751,5.269583486809967,5.221370761518803,1.9259150694735203,3.057926603652999,1.5985405812082547,4.2264511627179635,2.370144802811655,2.399692455291912,4.940664356247556,2.959952717703467,1.3391264633979114,4.158284433653237,3.764894769319273,4.566275854259057,3.7463124578188634,4.0544969037831295,5.320517537356017,5.143018854048083,5.18239363974939,5.138813519605092,5.01296176588614,4.957518038548171,4.933834824625651,4.095452287371305,2.8466951013508703,1.8136555933319864,2.1953778948255818,2.1131542378676413,2.8812291263984946,4.050836386483086,2.0858531826568845,4.110542988369012,2.1024761705327,2.6718077581266355,4.1258916825530685,2.1411035181644236,2.037766859646633,1.831909160713188,1.6359242717642934,1.6990883287164857,1.8511724030180035,2.0931744949276117,1.5892622286781588,1.2559089732247115,1.515936889740778,1.3826470322482387,1.6460428471537285,1.4553818096321107,2.06837606925999,1.5201089461809363,2.1080754927470577,1.8323543369992634,1.7136743608657725,1.424932223102197,1.555811832337938,1.5346872649291095,1.4924896818617253,1.4638106163000713,1.5463502123602215,1.9066752123845412,1.7905931724861393,1.7910173107256722,1.5787236964871816,1.8054101097183777,4.029875887882405,3.664694327784985,3.9219196853679468,4.300079099958999,4.170601594713012,3.8758099473432486,4.248041335124873,4.523539026946043,4.370659934684858,4.73415118934873,4.593260767465014,5.185449268553599,5.170972794476573,4.682852794492964,4.717014978879567,4.664762121562332,4.746363987810385,2.1974580686586913,2.783747696622074,3.174493699898543,4.251089554307247,4.188910315175864,0.4016641108104744,1.829970564007021,0.4439057722152244,0.8593045169072847,0.682084577754264,1.1207870728399627,3.104159106747354,2.9303010692223177,3.0365603420017524,3.104269440599894,2.888314868085533,3.1537507407373533,0.8976436363198966,2.546200420072103,1.8169466824183855,3.1791478706143845,2.538457574561808,3.634879283841544,2.94023561276991,2.931420561109297,2.708175412854571,3.2250470050600986,2.0202400772378146,2.194931158186039,2.1455538748712666,1.5438667062205416,1.450007924294495,1.36314088668366,1.1364633248950902,1.5714133623898183,3.427831384297071,3.553385916361786,3.213708394527697,3.573754984048543,3.9990858089840664,3.8916615475081584,1.302201932754539,2.2880737803192686,3.1207545050053014,3.7600895878810827,2.3609931991580697,2.278333153155144,1.8375434510053106,2.919663421217631,2.8152181364189617,2.8670050688654687,2.8892998114876525,2.6534474173806317,2.5157949793031826,2.5259593499847117,3.219402276085329,2.5602087491805734,2.744622597906182
global.l2cache_acq_hit_rate,0.7182961292162505,0.8162412903722523,0.9946576464230423,0.9713678095336895,0.6435203465482565,0.7485192721009611,0.6770298168380766,0.788726528734519,0.9148888663351263,0.9997986112229937,0.9992227155492222,0.8341501666339933,0.9290408158298246,0.7813669640545184,0.9240942431651478,0.8065522620904836,0.995475113122172,0.9954592982324589,0.8911267782710032,0.9062446122547498,0.9949562451240679,0.9988312107044979,0.9975953510119564,0.9998956866426746,0.994993935384276,0.9980478711243207,0.99753873886366,0.9969840446231677,0.9871738557498023,0.9888814016172507,0.9947977630381064,0.9906876790830945,0.898878967607378,0.636517591541345,0.9258414842145567,0.7576323420017914,0.9897815099881301,0.4675997148324641,0.9506104987968272,0.947678311472391,0.9574416408042099,0.9717171224665663,0.4335241836954699,0.9865405107199806,0.8879687023676456,0.8602025463149947,0.7617205951818611,0.8121797776306159,0.7270008544574196,0.8329947424837936,0.9483778017123115,0.6894396557122853,0.6167804507660285,0.8655442804428044,0.8565495116152502,0.9015578104902101,0.8600514916030895,0.9979486127493717,0.8463883224213803,0.9966558089033659,0.985326845460375,0.6511186440677966,0.8103514132925898,0.8726147309819434,0.8564472146474483,0.8347997572815534,0.8341649425986776,0.8703715087805578,0.9752002686237828,0.9963676938416979,0.9953406629337475,0.994535393431957,0.9920551660611023,0.8863432377533186,0.8856959236136615,0.8138888000767337,0.94439307885352,0.8532938536800677,0.9089100704517199,0.7932831678282859,0.8300680487418896,0.9377343176284157,0.9895320197044335,0.843583180987203,0.9459782394781973,0.9631876670603593,0.9891458315555934,0.9617292339052149,0.9668640264814783,0.9862764746845117,0.9110359250722213,0.9240908599413994,0.9524879217078912,0.999694128047866,0.999233089626259,0.48358804434859753,0.8909636031458957,0.6109036685891497,0.9139245820965474,0.3731176592408509,0.48271950500883914,0.9749590951127552,0.9956994597668467,0.9953639714351532,0.9691158156911581,0.9898047043168565,0.9719784983526963,0.4968240334774836,0.6641234104648739,0.6798448013612106,0.7202104611575364,0.9980862836460457,1.0,0.9976469121565816,0.9961471874468362,0.997295787419744,0.9977889763072537,0.7143542046217278,0.7139775870961692,0.730763184783463,0.7422418736255415,0.7101911309589815,0.6808369123373684,0.6013489038466737,0.9776725717298554,0.87523634533866,0.8710727548356098,0.8362383836515789,0.8604401897014992,0.9381907821624134,0.9368245538195517,0.9596596465110848,0.947965643060045,0.9182667272344527,0.8971208784812827,0.9521438795195718,0.8494574903147319,0.8276693457721571,0.9933576900086087,0.9797549858923964,0.7521633508518442,0.7851065631018646,0.732601966002281,0.8282220602969305,0.8845148840593464,0.8899765693112467,0.9258916402401998,0.9459608053069817
global.l2cache_hit_rate,0.6021096234459035,0.7081282283438618,0.8619110265101102,0.9234725743047136,0.6553215473502904,0.7039277386829115,0.6515960124861545,0.7634080372286713,0.7952697091100931,0.9989524590074956,0.9966483106660531,0.5464379318560877,0.8563797443897005,0.7442944892848727,0.6812579251326615,0.8326143226919759,0.9544502617801047,0.9521356236254974,0.668433664165767,0.7394765816888287,0.9864877930159586,0.9925113176414176,0.9831354522124144,0.9981811260098981,0.9879451178989341,0.9938214467533669,0.9830958987152884,0.9811459190252796,0.9689499141831799,0.9461330971456178,0.9735662491760053,0.9739047920291001,0.9077466342970647,0.4676122433866146,0.9476279467723414,0.636873599511102,0.9807035057417487,0.3528953900625068,0.9467088368447937,0.8076778174283942,0.9669515370768451,0.8792554686184153,0.33312787027378515,0.975500500137719,0.75419675795191,0.5571807007373574,0.6807868321280043,0.8119978311233795,0.7820081542680241,0.7881292139978837,0.8355973274724988,0.4564988532715325,0.4462438734284479,0.8971596006642869,0.8496704805089295,0.9280980210895758,0.886399970256906,0.9976341307765343,0.8728103887697722,0.9936659448789901,0.9822282891315652,0.5542513312717792,0.8123685239309716,0.8954672443112802,0.8159097404865768,0.8613748693236999,0.8543171990514716,0.8843190944586691,0.9810994165107904,0.9858411584263191,0.981715089236391,0.9892111929763493,0.9526946382666177,0.767182495272643,0.706522239882063,0.6124606427327576,0.9722379452127944,0.7618798860454239,0.9009371817605629,0.6592621975406585,0.9085341947596566,0.9609615822247968,0.9992878885196459,0.9371492450849053,0.8135574571515737,0.8611769611864799,0.9583167820373397,0.893304631009549,0.8948102198747082,0.9641171727319594,0.6381948703610909,0.599102813602929,0.7047102604432353,0.7232211573637795,0.7226400343849846,0.5211631419148582,0.653585180145622,0.5847342392198561,0.5342269105150149,0.18872058291171057,0.4051479133864293,0.9551918530641935,0.9921037482265164,0.9898972471436239,0.9429694554143904,0.982777249546201,0.9454130138408617,0.49591963129996625,0.7502513198052045,0.7717802799410274,0.6651451756054266,0.9963791205608018,0.7518097207859359,0.9972482095722538,0.9963624907963324,0.9964370741318447,0.9978460172069608,0.6762402088772846,0.689486748338538,0.6978002608664998,0.5415307906901045,0.5721032461498766,0.5778585386769542,0.5349755501507333,0.6139914550371216,0.6153862274710915,0.6296247648123824,0.6570943684706044,0.6922696659152184,0.9128759060621515,0.9239892910509713,0.9021421428295514,0.7736827162907303,0.820740377653762,0.6975454788858237,0.8882220797621035,0.62657754518128,0.4699247220225847,0.822404571147861,0.731313411667673,0.7707309970494793,0.9023055937556126,0.7698591373580883,0.8552937618768504,0.8130921819468976,0.7990257359613779,0.8328701633426293,0.6797611602992981
global.l2cache_mpki_load,10.02825,4.20684978965751,30.60265459039819,0.2083,16.939555928844577,17.618141190929403,8.822999117700089,10.203746938875918,1.9597491181128968,0.019300001930000192,0.05280001056000211,0.47589990482001904,1.2636498736350126,9.333194866742824,5.303900530390053,0.0388,0.004350001740000696,1.7182998281700173,29.23805730951433,1.2304004306401508,0.2305999423500144,0.026549997345000267,0.029900005980001195,0.0043,0.07165000716500072,0.026699998665000068,0.036249996375000364,0.04240001696000678,0.029850007462501865,0.13380001338000133,0.02004999899750005,0.008249997937500515,0.397099960290004,13.659097951135307,1.163,7.130350713035071,1.8663000933150047,13.634297954855306,0.3808000761600152,25.090146236478066,0.18910000945500047,13.94350139435014,19.690596061880786,0.338,4.091099386335092,79.51871987967996,11.467355160309822,4.767499523250048,7.397149630142518,5.89665,20.20424393872682,29.349851467492574,32.21695,0.5387498922500216,2.5627501281375062,0.4589,0.9166500916650092,0.007600000380000019,1.1003997249000688,0.021500009675004355,0.06834999658250017,6.24875093731264,3.0236998488150078,0.51635,3.1882495217625717,1.1204997198750701,1.305499869450013,1.0413997396500652,0.06769999661500017,0.3171,0.38230013380504685,0.2789500278950028,0.824399958780002,1.2066,2.548150509630102,3.3047996695200332,0.5199000259950013,1.9600500980025048,1.3910499304475035,1.2455495017801992,0.8282,0.7548,0.01274999745000051,0.6943500347175018,1.863949720407542,1.5313500765675039,0.3200500640100128,0.8698499130150087,0.8563502140875535,0.27145005429001084,36.751546324845364,23.09260692778208,16.671353334270666,25.156001257800064,25.295962647981323,155.45523109104622,28.717651435882573,286.45923567703824,49.28548767862808,94.57361891472378,33.03865495579824,0.24639995072000986,0.08709995209502634,0.07905000790500079,0.3126499374700125,0.1594000876700482,0.30230006046001207,47.93889520611048,2.0744497925550207,7.020051053007658,0.26410003961500594,0.0625000093750014,0.012,0.04289998713000386,0.04965001986000794,0.05425,0.02595,0.781199960940002,0.7755999224400077,0.8572502143125535,54.08521352130338,54.06330810949622,56.06885280344264,69.85397444889105,32.98140494721074,15.599549220022539,15.64965704234567,15.4975,13.165951316595132,0.52105,0.3662501465000586,1.1400002280000456,11.518951151895115,3.9862509965627493,10.053798491930227,1.0374501556175233,11.60920058046003,60.88494086725887,13.737849313107535,27.299343175164207,5.668550566855057,3.7260496273950374,8.116697159155994,7.752000387600019,10.455101045510105,6.920800346040017,5.13895,6.631650331582517
global.ldtlb_miss_rate,0.031062008448319786,0.0062530617185206265,0.0003028068649189627,0.00039447676080241797,0.006623852144176554,0.0025953432519513495,0.0034946746544020284,0.002117592108750545,0.001381969735916573,1.1857520039208866e-05,1.7845476792345378e-05,3.40837917987734e-05,0.00035778696282551855,0.008918355609992268,0.00251901472764158,2.0771777513067145e-05,0.0,9.791875861466785e-05,0.0006522238383219781,0.0008708135664198658,0.002838798140178891,0.0313116422929754,0.019372739331263707,0.01695859436357327,0.007227577245684288,0.003242920725691929,0.0085009874613835,0.00602749954560415,0.0028794170244756646,0.00345695414786269,0.005654739907689883,0.0019255593577257174,0.002782939055148486,0.019688579508403244,0.022437314416416918,0.016164596049348688,0.01591480315117076,0.013058988999524958,0.00248427312825562,0.02325790691694523,0.0009712557048218146,0.01748926507700005,0.01956200755753683,0.010301278696775894,0.01347022546899837,0.017725054604210817,0.011290755016523423,0.011261841021416804,0.014212959537237516,0.012346231065019198,0.018697597290023366,0.006162701263008294,0.005205437059504517,0.0022613298515941228,0.0038772181114601427,0.0022516157524360243,0.0037478502833029515,9.53184564039609e-05,0.003538279136177762,7.693416698076065e-05,0.00021954675855511113,0.002250679721704274,0.0032469711212429874,0.0021073017295056722,0.0032354544192769777,0.0037961230218461414,0.0035837781956562426,0.0036321389367525484,0.0006325118457801021,0.000504469474109192,0.0011525705459420892,0.006248051304937917,0.00036190711414332225,0.000824771420492035,0.002064367539164903,0.00200651495506588,0.0009148194714794815,0.0011323821581518438,0.0019142339371140485,0.0001995178647505928,0.00045985378047126756,0.002347060578399843,0.0003434033041215846,0.00031861141722900834,0.00011149056073594141,0.00012050129839337016,1.2572468494179733e-05,2.861328392144113e-05,2.2251089441544663e-05,2.7429202705591334e-05,0.0,0.0031789524245575554,0.00782736833535917,2.4568044639154386e-06,2.472812661196475e-06,0.2921172775476495,0.004131161238650297,0.34983303983323716,6.456651913564176e-05,0.021692300632947453,0.0056038166496698285,0.00016912687414879002,6.33063648219192e-05,4.453437147025695e-05,0.00021252396112784948,0.00013027276055434985,0.00017790409172074707,0.08845535923495645,0.014735623314050332,0.030964490236402048,0.0010234310707593294,0.03461821362267877,3.263924882727179e-07,0.023274507546800396,0.024084819314875706,0.02167955778713025,0.028629629956803265,0.004253776021400307,0.003488749919749908,0.0038140939792240145,0.014857166940120476,0.0188784804633947,0.027150244145292435,0.037763445048108475,0.0018905909195804456,0.003938279855075303,0.003975093429327055,0.0076104018147583365,0.00644056313943715,0.0032959565069656813,0.001148582916132035,5.541704199513898e-05,0.03262854431671731,0.0010674121116404584,0.004177355154472626,0.012758029200719072,2.5247660850977084e-05,0.012633422085655675,0.0006460871427695238,0.0005363310664406925,0.0283487613846705,0.015753391764042893,0.042473888254831796,0.08501220960129661,0.1297066892379165,0.036443036264721416,0.034138390639007116,0.08080824065102699
